7145;-0.385486;-9.586872;1.563493
7248;-0.359149;-9.728137;1.070263
7351;-0.555483;-9.692222;0.938575
7453;-0.471682;-9.797572;0.014366
7556;-0.162814;-9.737714;0.004789
7659;-0.531540;-9.706588;-0.079013
7763;-0.284925;-9.754475;0.059858
7868;-0.474076;-9.876585;-0.162814
7972;-0.603370;-9.847853;-0.272953
8076;-0.344783;-9.697011;-0.387880
8181;-0.416612;-9.725742;-0.488442
8285;-0.411824;-9.864614;-0.605764
8389;-0.572243;-9.819121;-0.543511
8494;-0.495625;-9.749686;-0.411824
8598;-0.210700;-9.771235;-0.021549
8703;-0.840408;-9.881373;0.332811
8807;-0.797310;-9.953203;0.739846
8911;-0.225066;-9.701799;1.089417
9016;-0.608158;-9.649124;1.745462
9120;-0.964912;-9.665885;2.116582
9224;-0.641679;-9.210963;2.600235
9328;-0.802098;-9.309131;2.786993
9433;-0.423795;-9.498281;3.325716
9537;-0.950547;-9.024206;3.739933
9641;-0.586609;-8.626748;4.161335
9746;-0.888294;-8.693789;4.633016
9850;-0.933786;-8.339429;5.480607
9954;-1.407862;-8.138306;5.593140
10059;-1.110966;-7.807889;6.127074
10163;-1.383919;-7.649864;6.007358
10267;-1.067868;-7.367334;6.376084
10372;-1.273780;-7.247618;6.522138
10476;-1.010405;-6.866920;6.850160
10580;-1.075051;-6.665797;7.163816
10685;-1.415045;-6.162989;7.582823
10789;-1.642506;-5.751165;7.999435
10893;-1.427017;-5.339342;8.530975
10998;-1.685604;-5.049629;8.507031
11102;-1.640112;-4.805408;8.492666
11206;-1.204345;-4.565975;8.495060
11311;-0.991250;-4.185278;8.854209
11415;-1.271386;-3.541205;9.119979
11519;-1.599408;-3.215577;9.349833
11624;-2.054330;-2.614601;9.701799
11728;-1.438989;-2.162074;9.713771
11832;-1.221105;-2.188412;9.831093
11936;-1.790954;-1.774194;9.634758
12041;-1.486875;-1.563493;9.608420
12145;-1.470115;-1.302512;9.867008
12250;-1.496452;-1.077446;9.953203
12354;-1.261809;-0.864351;10.001090
12458;-1.324061;-0.711114;9.510254
12562;-1.474903;-0.371120;10.020245
12667;-1.314484;-0.241827;9.785601
12771;-1.446172;-0.088590;9.807150
12876;-1.003222;-0.004789;9.924472
12980;-1.034348;-0.045492;10.065737
13084;-1.053502;-0.011972;9.886163
13189;-1.029559;-0.009577;9.953203
13293;-1.022376;0.007183;9.938837
13397;-1.036742;-0.026338;9.914894
13502;-1.206739;-0.071830;9.895740
13606;-1.048714;-0.014366;9.912499
13710;-1.034348;-0.150842;9.907711
13814;-1.072657;-0.045492;9.919683
13919;-1.019982;-0.043098;9.821516
14023;-1.039136;-0.023943;9.852642
14127;-1.065474;0.002394;9.895740
14232;-1.058291;-0.047886;9.910106
14336;-1.077446;0.028732;9.876585
14440;-1.058291;-0.019155;9.874190
14545;-1.082234;0.021549;9.900528
14649;-1.024770;0.146054;9.838276
14753;-1.036742;-0.067041;9.867008
14858;-1.022376;0.004789;9.926866
14962;-1.170824;-0.059858;9.744897
15066;-1.017588;0.004789;10.037004
15171;-1.063080;0.028732;9.890951
15275;-0.948152;-0.009577;9.843064
15380;-1.036742;-0.033521;10.082497
15484;-1.065474;-0.007183;9.996302
15588;-1.091812;-0.002394;9.867008
15693;-1.012799;-0.004789;10.048976
15797;-0.950547;-0.043098;9.902923
15901;-0.945758;0.000000;9.914894
16006;-1.029559;0.009577;9.979541
